F|Chapelles latérales: murs gouttereaux affaiblis|Adjonction chapelles latérales ~1225-1250 -> percement systématique des murs gouttereaux de la nef [1]. Opération structurellement risquée: suppression d'appuis intermédiaires. Traces de reprises en sous-oeuvre visibles @base des piles de nef.|Piles de nef côté chapelles: mortier de reprise en pied de pile, différent du mortier originel. Visible @niveau du sol des chapelles.|M|Notre-Dame Paris chapelles latérales adjonction XIIIe siècle percement murs;;archéologie du bâti Notre-Dame nef chapelles construction phasage;;Dany Sandron Notre-Dame Paris chapelles latérales chronologie structurelle;;Notre-Dame Paris campagnes construction 1225-1260 sources
S|Cimetière Saints-Innocents: déplacés du parvis|Agrandissement parvis XIIIe s. -> extension empiète sur zone funéraire paroissiale annexe [8]. Ossements déplacés sans cérémonie documentée. Registres paroissiaux = silencieux sur transfert.|Crypte archéologique: sépultures médiévales perturbées identifiées en fouille 1965-1972. Stratigraphie funéraire coupée par fondations gothiques.|M|parvis Notre-Dame Paris fouilles 1965 sépultures médiévales perturbées;;crypte archéologique Paris Île de la Cité ossements médiévaux;;cimetière médiéval Île de la Cité déplacement chantier cathédrale;;Michel Fleury archéologie parvis Notre-Dame sépultures
P|Procès Jeanne d'Arc: lecture sentence @Paris 1431|Sentence de condamnation -> lue publiquement @Paris mai 1431 en présence du clergé parisien favorable aux Anglais [5]. Chapitre Notre-Dame = institution complice du verdict. Aucune réserve capitulaire documentée.|Aucune trace physique interne. Archives du chapitre @Archives nationales: registres capitulaires 1431 consultables.|H|chapitre Notre-Dame Paris procès Jeanne d'Arc 1431 position clergé;;registres capitulaires Notre-Dame Paris 1431 Archives nationales;;clergé parisien Jeanne d'Arc condamnation complicité sources;;Pierre Cauchon Paris Université clergé procès Jeanne d'Arc
F|Arcs-boutants chœur: génération 1180 vs 1220|Arcs-boutants @chœur -> première génération ~1180: profil simple, voussoir unique [1]. Remplacement partiel ~1220-1230 par arcs à double volée -> traces d'arrachement des culées primitives visibles @triforium extérieur.|Triforium extérieur chœur: moignons de culées maçonnées, pierre plus sombre, joints anciens. Visible depuis chemin de ronde.|M|Notre-Dame Paris arcs-boutants chœur première génération 1180 remplacement;;arcs-boutants gothique Paris XIIe XIIIe siècle évolution structurelle;;Robert Mark Gothic structural analysis Notre-Dame flying buttresses;;Dany Sandron arcs-boutants Notre-Dame Paris chronologie
===MASTER_INDEX===
[1] Sandron, D. & Tallon, A., Notre-Dame de Paris. Neuf siècles d'histoire, Parigramme, 2013.
[2] Fleury, M. & Vexler, V., Fouilles du parvis Notre-Dame, Direction des Antiquités historiques d'Île-de-France, 1965-1972.
[3] Erlande-Brandenburg, A., Notre-Dame de Paris, Nathan, 1991.
[4] Archives nationales, série LL (comptes de fabrique Notre-Dame de Paris, XIIIe-XIVe s.).
[5] Registres capitulaires Notre-Dame de Paris, Archives nationales, série LL 99-LL 116.
[6] Chazan, R., Medieval Jewry in Northern France, Johns Hopkins University Press, 1973.
[7] Du Colombier, P., L'art gothique, Albin Michel, 1973 -> [1] pour contexte structural.
[8] -> [2] (sépultures perturbées, rapport fouilles parvis).
