ID_11|S|Villageois Déplacés: Zones Tampon|Expulsions de familles en zone UNESCO 2022-2023 [11]. ~10,000 familles déplacées vers sites de relogement comme Run Ta Ek (25km). Amnesty International dénonce des "expulsions forcées" et menaces.|Sites de relogement précaires (Run Ta Ek). Amnesty International dénonce une violation des droits humains (2023).|M
ID_12|C|Bouddhisme Theravada sur Temple Vishnu|Fondé ~1150 (hindou), converti au bouddhisme Theravada ~XIVe/XVe s [12]. Statue Vishnu 8 bras (Ta Reach) honorée par offrandes bouddhistes (lotus, encens).|Sanctuaire Ouest: statue Vishnu 8 bras avec robes safran et offrandes. Moines circulant dans l'enceinte.|H
ID_13|F|Bas-Relief Bataille de Kurukshetra|Galerie Ouest, section Sud: scène Kurukshetra (Mahabharata) [13]. Armées Pandava vs Kaurava. Représentation: équipement militaire khmer du XIIe s. (chars, boucliers).|Galerie Ouest, section Sud. Frise continue ~50m. Chars à roues à rayons et équipement khmer XIIe s.|H
ID_14|P|Suryavarman II: Roi Usurpateur|Suryavarman II accède au trône en tuant son grand-oncle Dharanindravarman I en combat d'éléphants [14]. Temple = outil de légitimation politique. Inscription compare l'acte à Garuda tuant un serpent.|Bas-relief "Défilé royal" galerie Sud: roi représenté sous 15 parasols, insigne de légitimité maximale.|H
----
ID_15|F|Devaraja - Roi-Dieu Khmer|Concept hindou Devaraja -> roi khmer = incarnation vivante de Vishnou/Shiva sur terre. Légitimation divine du pouvoir absolu [1].|Prasat central @ Angkor Wat (axe cosmique) -> sommet = demeure du dieu-roi.|H
ID_16|F|Mont Meru Bâti en Pierre|Cosmologie hindoue -> Mont Meru = centre de l'univers, demeure des dieux. Angkor Wat = réplique physique exacte [2].|5 tours centrales @ Angkor Wat = 5 pics du Meru. Douves = océan cosmique primordial.|H
ID_17|F|Vishnou vs Shiva - Guerre Dynastique|Alternance Vishnou/Shiva selon dynasties -> traces physiques dans iconographie sculptée. Jayavarman VII -> bascule vers bouddhisme Mahayana [3].|Galeries bas-reliefs @ Angkor Wat (Vishnou, Vie de Krishna, Churning of Sea) vs visages @ Bayon (Avalokitesvara bouddhiste).|H
ID_18|F|Churning of the Sea - Mythe Fondateur|Samudra Manthan = mythe hindou fondateur. Dieux vs démons barattent l'océan cosmique -> produisent amrita (nectar immortalité) [4].|Bas-relief galerie Est @ Angkor Wat -> 92 démons + 88 dieux tirent Naga Vasuki. Long. ~49m.|H
ID_19|F|Naga - Serpent Cosmique Omniprésent|Naga = serpent divin hindou/bouddhiste -> gardien des eaux, lien entre monde humain et divin. Motif architectural obsessionnel [5].|Rampes-nagas @ entrée Angkor Wat + Ta Prohm + Preah Khan. Têtes multi-crêtes sculptées @ chaque pont.|H
ID_20|S|Brahmanes Invisibles - Clergé Effacé|Brahmanes indiens/locaux = opérateurs rituels du culte royal. Aucune sépulture, aucun monument. Présence déduite par inscriptions [6].|Inscriptions sanskrites @ stèle Sdok Kok Thom (Thaïlande) -> noms de purohita (prêtres royaux). Rien de visible @ Angkor même.|M
ID_21|C|Angkor Thom - Versailles Khmer Effacé|Palais royal d'Angkor Thom = bois -> ZERO vestige. Seuls les structures et terrasses de pierre subsistent [7].|Terrasse des Éléphants + Terrasse du Roi Lépreux @ Angkor Thom -> socles de pierre d'un palais entièrement volatilisé.|H
----
ID_22|F|Reliefs Inachevés Galerie Ouest|Galerie ouest sud -> scènes bataille Kurukshetra inachevées [1]. Mort Suryavarman II ~1150 -> chantier stoppé net. Sculpteurs abandonnent outils.|Bas-reliefs sans fond sculpté, silhouettes ébauchées, surface brute visible côté intérieur galerie.|H
ID_23|P|Suryavarman II Légitimité Volée|Suryavarman II usurpe trône ~1113 -> tue grand-oncle Dharanindravarman [2]. Galerie ouest sud -> lui-même sculpté en Vishnu sur trône, auréolé, légitimité divine fabriquée.|Panneau "cortège royal" galerie sud-ouest: roi assis sous parasols multiples, posture divine, inscription dévotionnelle.|H
ID_24|P|Vishnu Recyclé en Bouddha|Temple fondé ~1113 comme temple hindou Vishnu [5]. Conversion bouddhiste theravada ~XVe siècle -> niche centrale sanctuaire principal vidée de Vishnu, Bouddha installé. Violence iconographique d'état.|Sanctuaire central (tour principale): socle de Vishnu encore visible sous/autour statue bouddhiste tardive. Mortaises d'ancrage anciennes dans la pierre.|H
ID_25|C|Angkor Wat Drapeau National Vide|Angkor Wat seul monument au monde figurant sur drapeau national depuis 1863 (version française coloniale) [7]. Ironie: temple conçu comme tombeau royal privé, cosmogramme inaccessible au peuple. Aujourd'hui = ticket 37 USD, flux 2 millions touristes/an.|Drapeaux cambodgiens vendus @entrée site. Touristes selfie devant reflet bassin ouest = image drapeau reproduite.|H
ID_26|P|EFEO Coloniale: Restauration ou Appropriation?|EFEO (École Française d'Extrême-Orient) contrôle site Angkor dès 1907 [8]. Traité franco-siamois arrache province Siem Reap au Siam -> accès scientifique français garanti. Cambodge = absent de ses propres fouilles jusqu'aux années 1950.|Archives EFEO Hanoi/Paris: rapports fouilles signés exclusivement par chercheurs français. Aucun nom khmer dans publications officielles 1908-1950.|H
ID_27|S|Déportation Villageois Siem Reap|Zone tampon UNESCO Angkor -> expulsions villages riverains documentées 2022-2023 [9]. Familles pêcheurs lac Tonlé Sap et agriculteurs déplacés sans compensation formelle. Bénéficiaire: APSARA Authority + opérateurs touristiques.|Zones "buffer" @nord et est Angkor Thom: villages fantômes, fondations maisons, puits abandonnés visibles hors piste.|M
ID_28|F|Orientation Ouest = Temple Funéraire|Angkor Wat seul grand temple khmer orienté plein ouest [10] (direction mort dans cosmologie hindoue). Consensus académique: temple-mausolée de Suryavarman II, pas temple de culte ordinaire. Galeries = parcours funèbre sens antihoraire.|Axe entrée principale -> tour centrale: alignement plein ouest vérifiable boussole. Galeries se parcourent droite->gauche (antihoraire = rite funèbre hindou).|H
ID_29|C|Devata Érotisées, Cartes Postales 1900|Devata (divinités féminines) -> ~1800 figures sculptées @murs intérieurs [11]. Photographiées dès 1866 (Thomson) comme curiosité exotique/érotique pour marché européen. Même cadrage aujourd'hui: influenceurs Instagram, même fantasme colonial recyclé.|Devata @galeries intérieures: seins nus, bijoux, sourires. Stands @entrée site: magnets, t-shirts reproduisant ces figures.|M
ID_30|P|Jayavarman VII Efface Ses Prédécesseurs|Jayavarman VII (~1181-1218) -> campagne systématique de réécriture épigraphique [12]. Inscriptions antérieures martelées, remplacées. Angkor Thom construit sur/autour structures antérieures détruites. Mémoire royale = monopole d'état.|Certaines stèles @Angkor Thom: surface polie anormalement, traces de re-gravure visibles lumière rasante. Fondations antérieures affleurent @fouilles EFEO.|M
----
ID_31|F|Prasat Central: Orientation Anomalie|Tour centrale Angkor Wat orientée ouest -> rupture totale norme khmère (temples = est) [1]. Orientation funéraire -> temple = tombeau royal Suryavarman II, pas sanctuaire vivant.|Axe principal entrée ouest. Soleil levant frappe dos du sanctuaire, pas la face. Comparer Preah Ko (est) vs Angkor Wat (ouest).|H
ID_32|F|Axe Équinoxe: Calcul Intentionnel|Équinoxe (printemps/automne): soleil se lève exactement dans l'axe de la tour centrale vu depuis chaussée ouest [3]. Précision astronomique délibérée -> calendaire, pas symbolique vague.|Chaussée ouest, lever soleil équinoxe: disque solaire aligné sommet prasat central. Phénomène "Angkor Wat Equinox".|H
ID_33|P|Suryavarman II: Légitimité Usurpée|Suryavarman II accède au trône ~1113 en tuant son grand-oncle Dharanindravarman I [4]. Angkor Wat = machine de légitimation dynastique -> se faire représenter en Vishnu incarné pour effacer le régicide.|Galerie sud-ouest, bas-relief "Défilé militaire": Suryavarman II trôné sous parasols royaux, entouré de brahmanes et de sa cour.|H
ID_34|P|Conversion Bouddhiste: Vishnu Adapté|Dès le XIVe-XVe s., conversion bouddhiste Theravada -> images de Bouddha ajoutées ou remplaçant Vishnu [5]. Transition graduelle plutôt qu'iconoclasme violent selon les études récentes.|Tour centrale: niches avec statues de Bouddha tardives. Chercher traces de réutilisation des espaces hindous originaux.|H
ID_35|S|300 000 Ouvriers: Zéro Registre|Estimation ~300 000 personnes mobilisées construction Angkor Wat 1113-1150 [7]. Zéro registre nominatif ouvrier conservé. Seuls noms gravés = roi, dieux, généraux. -> Effacement systématique du coût humain.|Galeries bas-reliefs: armées, dieux, apsaras -> zéro représentation ouvrier tailleur de pierre au travail. Absence totale = donnée forensique.|M
ID_36|S|Villages Assignés: Servitude Templière|Stèle Ta Prohm (1186, Jayavarman VII, comparable) liste 12 640 personnes assignées service temple [8]. Logique identique Angkor Wat: villages entiers en servitude perpétuelle, transmise héréditairement.|Stèle Ta Prohm conservée (copie musée Phnom Penh). Angkor Wat: stèles fragmentaires cour intérieure mentionnent "gens du temple" (vrah kamrateng).|H
ID_37|S|Carriers Grès: Phnom Kulen Mortalité|Grès extrait Phnom Kulen ~35-50km nord [9]. Transport par radeau sur réseau de canaux (34km). Zéro source sur accidents, noyades, écrasements. -> Silence d'archive = violence sociale invisible.|Phnom Kulen: carrières abandonnées visibles (blocs inachevés in situ). Canal Angkor: blocs tombés repérables dans le tracé du canal.|M
ID_38|C|Apsaras Instagrammées: Sacré Détruit|~1796 apsaras sculptées Angkor Wat [10]. Depuis 2010: touristes touchent seins/visages sculptures -> érosion accélérée grès. APSARA Authority interdit le contact depuis au moins 2016.|Tour centrale niveau 3 (Bakan): apsaras à hauteur de main, surfaces grès anormalement lisses zones contact vs rugosité originale zones hautes.|H
ID_39|C|Boutiques Intérieur Enceinte|Depuis ~2000: échoppes souvenirs et vendeurs dans l'enceinte sacrée [11]. Mesures récentes (2022-2024) d'expulsion vers de nouveaux centres commerciaux pour "nettoyer" le site.|1er niveau galeries / esplanades: présence historique de vendeurs d'eau et nourriture. Transition vers des structures en béton hors zone monumentale.|M
ID_40|F|Stuc Disparu: Surface Fantôme|Tour centrale et galeries: grès nu actuel mais traces de pigments rouge, noir et orange visibles [12]. -> Temple entièrement peint et stuqué à l'origine. Squelette gris actuel = accident climatique.|Chercher dans creux bas-reliefs: résidus d'hématite et de minium. Peintures "invisibles" (éléphants, bateaux) révélées par imagerie numérique (decorrelation stretch).|M
ID_41|F|Niveau 3 Inaccessible: Pourquoi|3e niveau (Bakan): accès restreint pour "sécurité" et préservation structurelle [13]. Fermé aux touristes lors des jours saints bouddhistes. Capacité limitée à 100 personnes simultanément.|Escaliers Bakan: 70° de pente. Grilles métalliques et escaliers de bois ajoutés pour protéger le grès de l'érosion des pas.|L
ID_42|P|APSARA Authority: Corruption Foncière|Création APSARA 1995. Accusations de corruption (2017) et de détournement de revenus [14]. Projets massifs (ex: NagaCorp) à 500m de la zone tampon bloqués par l'UNESCO.|Hôtels sur la Route Nationale 6 à proximité immédiate de la zone protégée. Rapports d'ONG sur les irrégularités de gestion foncière.|H
ID_43|P|Khmer Rouge: Angkor Instrumentalisé|1975-1979: Khmer Rouge utilisent la silhouette d'Angkor Wat sur le drapeau [15]. Idéologie du "peuple bâtisseur": copier le système hydraulique d'Angkor pour le "Grand Bond en Avant".|Drapeau Kampuchéa Démocratique: temple jaune sur fond rouge. Propagande liant la grandeur passée à la productivité rizicole forcée.|H
ID_44|S|Déplacés Siem Reap: 10 000+ Expulsés|Campagne massive d'expulsion (2022-2023) de ~10 000 familles vivant dans la zone archéologique [16]. Relogement forcé vers Run Ta Ek, site manquant de services de base selon Amnesty International.|Villages à l'intérieur du parc (ex: Preah Dak) sous pression. Déclarations officielles invoquant la protection du statut UNESCO pour justifier les déplacements.|H
----
ID_45|F|Corps Apsaras Angkor Vat|1796 devata et apsaras sculptées @ Angkor Vat -> chacune est unique par ses coiffures, bijoux et expressions. Canons corporels: hanches larges, seins ronds, taille fine [1].|Murs et colonnes @ Angkor Vat, notamment galeries et portiques.|H
ID_46|F|Devata vs Apsara Confusion|Devata = divinité protectrice debout, pieds de face. Apsara = danseuse céleste, pieds de profil en mouvement -> distinction fonctionnelle entre gardiennes et nymphes [2].|Comparer devata @ piliers Preah Khan vs apsaras dansantes @ frises Banteay Srei.|H
ID_47|F|Barattage Mer de Lait|Churning of the Ocean of Milk (Samudra Manthan) -> apsaras jaillissent de l'écume des vagues -> nées de la lutte cosmique entre Devas et Asuras pour l'immortalité [3].|Galerie des Bas-Reliefs Est @ Angkor Vat -> panneau de 49m. Apsaras survolant la scène de barattage.|H
ID_48|F|Banteay Srei Grès Rose|Banteay Srei (967 CE) -> grès rose et rouge ultra-fin = permet des sculptures d'une précision exceptionnelle et d'un raffinement sans équivalent dans l'art khmer [4].|Frontons et linteaux @ Banteay Srei, ~25km au nord d'Angkor. Apsaras et devatas sculptées avec une finesse de bijouterie.|H
ID_49|S|Danseuses Royales Vivantes|Danse apsara = rituel sacré royal -> incarnations terrestres des nymphes célestes. Génocide Khmer Rouge 1975-79 -> la quasi-totalité des danseurs classiques (~90%) ont été exterminés [5].|Palais Royal de Phnom Penh et Université des Beaux-Arts (témoignages de survivants).|H
ID_50|P|Regard Colonial Français|EFEO (1900-1936) -> moulages et objets exportés vers Paris. Exposition coloniale de 1931 à Paris = reconstitution d'Angkor Vat et représentations de danseuses royales [6].|Collections de moulages @ Musée Guimet, Paris. Archives de l'Exposition coloniale de 1931 (Bois de Vincennes).|H
----
ID_51|F|Nāga balustrade : réparations coloniales|EFEO ~1910-1930 -> têtes nāga remplacées/recimentées. Reconstruction balustrades par EFEO avec joints de ciment et copies en béton [1].|Têtes nāga: grès sombre original vs gris clair ciment. Cassures nettes à col.|M
ID_52|P|Jayavarman VII : propagande bouddhiste|Jayavarman VII ~1190 -> impose bouddhisme mahayana sur cité hindoue. Porte sud = porte de Lokeśvara (bodhisattva). Faces-tours = visage du roi divinisé [4].|Faces-tours: 4 visages cardinaux. Aucune iconographie Shiva visible sur porte. Contraste avec temples antérieurs du site.|H
ID_53|P|Mythe Samudramanthana : outil politique|Barattage océan de lait -> mythe Vishnu Purāna. Jayavarman VII -> utilise mythe hindou pour exprimer unification religieuse brahmanisme/bouddhisme [6].|54 dieux (deva) tirent nāga côté est. 54 démons (asura) tirent côté ouest.|H
ID_54|S|Villages déplacés : Angkor moderne|APSARA 2022-2023 -> expulsions zones archéologiques. ~10.000 familles affectées selon Amnesty International. Relogement à Run Ta Ek [8]. Compensation = terres, riz et tôles.|Absence de bâti contemporain dans rayon immédiat temples. Population de 112 villages traditionnels concernée.|H
ID_55|C|Angkor : parc à thème colonial français|EFEO 1908 -> "nettoie" site = campagne pour le retrait des bâtiments monastiques des enceintes des temples [9]. Logique: présenter les ruines sans les ajouts modernes.|Moines historiquement présents pour l'entretien, mais structures retirées pour la restauration.|H
ID_56|F|Visages-tours : 4 ou 5 faces ?|Porte sud = 4 faces visibles. Mais selon Zhou Daguan (1296), une 5ème tête recouverte d'or se trouvait au centre au sommet [11].|Regarder sommet tour: surface plate actuelle. Témoignage Zhou Daguan sur la 5ème tête disparue.|L
ID_57|P|Zhou Daguan 1296 : témoin direct|Zhou Daguan, ambassadeur Yuan, séjour Angkor 1296-1297 -> "Mémoires sur les coutumes du Cambodge" [13]. Seule source contemporaine directe. Traduction Paul Pelliot 1902.|Fossé Angkor Thom toujours visible. Zhou décrit les 54 figures tirant le naga et la vie au palais.|H
----
ID_58|F|Visages de Jayavarman gravés|Bayon = 54 tours -> 216 visages colossaux. Identité débattue : Bodhisattva Avalokitesvara OU portrait royal de Jayavarman VII [1].|Tours à visages @ Bayon, centre Angkor Thom.|H
ID_59|F|Hôpitaux royaux en réseau|Jayavarman VII -> 102 hôpitaux (arogayasala) répartis dans l'empire. Stèles d'inscription détaillent personnel et fonctionnement [2].|Stèle Ta Prohm / ruines arogayasala @ site d'Angkor.|H
ID_60|F|Effacement hindou systématique|Transition religieuse : niches Shiva reconverties en Bouddhas, puis iconoclasme sous Jayavarman VIII avec effacement des images bouddhiques [3].|Niches reconverties @ Angkor Wat / reliefs grattés @ Bayon ou Preah Khan.|H
ID_61|P|Ta Prohm: entretien de masse|Entretien de Ta Prohm -> 79,365 personnes mobilisées et revenus de 3,140 villages selon la stèle de fondation [4].|Stèle fondatrice découverte @ Ta Prohm.|H
ID_62|S|Neak Pean: île-hôpital cosmique|Neak Pean = île artificielle, bassins pour guérison par équilibre des 4 éléments (Eau, Terre, Feu, Vent) [5].|Île de Neak Pean @ Baray Jayatataka, nord de Preah Khan.|H
ID_63|F|Jayavarman VII routes de l'empire|Réseau ~1000 km de routes en terre surélevées + 121 maisons de repos (dharmasala) [6].|Traces de routes @ Angkor Thom nord / abords Preah Khan.|H
ID_64|C|Angkor Thom: ville-mandala|Angkor Thom = 9 km² (900 ha), 5 portes, Bayon au centre -> mandala cosmique bouddhiste matérialisé en pierre [7].|Enceinte + 5 gopuras @ Angkor Thom, porte Sud.|H
----
ID_65|F|Visages Bayon: Jayavarman ou Bouddha?|Identité iconographique débattue: visages tours Bayon = Jayavarman VII (r. 1181-1218) OU Bodhisattva Avalokitesvara [1]. Consensus actuel: syncrétisme délibéré, roi = dieu incarné -> propaganda d'état gravée dans grès.|54 tours. ~216 visages. Sourire serein sur chaque face cardinale. Aucune inscription nominative sur les tours elles-mêmes.|H
ID_66|P|Bayon Construit Sur Temple Rival|Bayon érigé ~1190-1220 @centre Angkor Thom sur structures antérieures hindoues [2]. Jayavarman VII -> conversion bouddhiste imposée -> effacement physique culte shivaïte précédent. Réutilisation fondations.|Blocs de grès réemployés visibles en base de certaines tours. Joints irréguliers trahissent matériaux hétérogènes.|M
ID_67|P|Brahmanisme Restauré, Bouddhas Mutilés|Successeurs de Jayavarman VII (post-1220) -> retour hindouiste [3]. Campagne systématique: images bouddhistes martelées, Bouddhas décapités, inscriptions effacées. Violence d'état religieuse gravée dans la pierre.|Niches vides @galeries Bayon. Têtes absentes sur nombreuses statues in situ. Traces de burin visibles sur certains bas-reliefs.|H
ID_68|F|Raccords Pierre: Chantier Inachevé|Bayon modifié selon 3 phases de construction distinctes [4]. Plans changés en cours de chantier -> tours ajoutées sans logique radiale. Certains couloirs murés, d'autres percés après coup.|Couloirs @niveau 2 partiellement obstrués par maçonnerie postérieure. Alignements de tours non concentriques visibles depuis galerie haute.|H
ID_69|S|Corvée Royale: Coût Humain Invisible|Inscription Ta Prohm (1186) [5] -> Jayavarman VII mobilise ~80,000 personnes pour entretien seul temple Ta Prohm. Bayon = projet plus vaste. Zéro registre de morts ouvriers. Système corvée = travail forcé.|Aucune stèle commémorative ouvrière @Bayon. Bas-reliefs @galerie externe: scènes de marché, cuisine, vie quotidienne -> population khmère ordinaire représentée mais anonymisée.|H
ID_70|S|Bas-Reliefs: Guerre Cham, Victimes|Galerie externe Bayon -> bas-reliefs bataille navale lac Tonlé Sap vs Cham (1177-1181) [6]. Représentation khmère = victoire. Soldats cham et khmers morts représentés dans l'eau. Propagande visuelle.|@galerie externe est-sud: cadavres dans l'eau. Crocodiles dévorant corps. Soldats khmers victorieux. Asymétrie narrative gravée.|H
ID_71|F|Sourire Bayon: Formule Géométrique Répétée|~216 visages identiques géométriquement [7]. Même angle de sourire, même largeur paupières. Hypothèse: gabarit unique utilisé par équipes de tailleurs différentes -> standardisation industrielle de l'image divine/royale.|Comparer visages tour nord-est vs tour sud-ouest: différences d'exécution mais morphologie identique. Gabarit = invisible mais détectable par mesure.|L
ID_72|C|EFEO 1900s: Anastylose ou Réinvention?|EFEO (École Française d'Extrême-Orient) -> restaurations Bayon début XXe siècle [8]. Méthode anastylose = réassemblage blocs originaux. Mais: blocs manquants remplacés par béton ou grès neuf. Impossible distinguer original/moderne sans expertise.|Blocs couleur plus claire @certaines jonctions tours. Mortier moderne visible entre assises. Aucune signalétique distinguant original/restauré pour visiteur ordinaire.|H
ID_73|C|Angkor: Parc à Thème UNESCO|Angkor Wat inscrit UNESCO 1992 [9]. Fréquentation: ~2,5 millions visiteurs/an (pic 2018). Bayon = "selfie spot" n°1 du site. Vendeurs souvenirs @entrée Angkor Thom. Mises en scène de moines pour photos signalées.|Stands souvenirs @porte sud Angkor Thom. Bonzes en robe safran positionnés @entrée Bayon. Panneaux UNESCO vs réalité commerciale.|H
ID_74|P|Khmer Rouge: Angkor Récupéré|Khmer Rouge (1975-1979) -> Angkor Wat intégré drapeau national [10]. Bayon/Angkor = symbole identitaire instrumentalisé. Pendant même période: archéologues étrangers expulsés, population déplacée de force vers campagnes. Patrimoine glorifié, peuple détruit.|Drapeau cambodgien 1975-1979: silhouette Angkor Wat. @Bayon: aucune plaque commémorant période KR. Silence institutionnel.|H
ID_75|P|Déforestation Coloniale Angkor|Forêt @Angkor défrichée par équipes EFEO début XXe pour dégager temples [11]. Décision esthétique coloniale: "ruines romantiques dans jungle" vs "monument dégagé". Racines d'arbres @Ta Prohm conservées = choix délibéré.|@Ta Prohm: arbres intégrés = décision EFEO 1930s de conserver "pittoresque". @Bayon: grès nu exposé aux intempéries depuis dégagement. Lichens noirs visibles.|M
----
ID_76|F|Reliefs Bayon: couche bouddhiste sur hindoue|Jayavarman VII (r. 1181-1218) -> conversion site shivaïte préexistant. Galeries inférieures Bayon = réemploi iconographique massif [1]. Figures hindoues remplacées par bodhisattvas.|Surfaces planes anormales entre panneaux narratifs. Contours résiduels de divinités hindoues visibles en lumière rasante, galerie est niveau 2.|M
ID_77|F|Visages Bayon: identité réelle contestée|54 tours -> 216 visages. Identification Avalokitesvara universellement acceptée MAIS Coedès 1935 propose portrait Jayavarman VII [1]. Aucune inscription confirme. Ambiguïté politique délibérée: roi = dieu vivant.|Visages identiques reproduits mécaniquement. Aucune variation individuelle. Comparer avec portraits sculptés Jayavarman VII, musée Phnom Penh: même morphologie.|M
ID_78|P|Propagande gravée: victoire navale fabriquée|Bas-relief galerie sud (section est), niveau 1: bataille navale Tonlé Sap vs Chams [2]. Khmers représentés victorieux. OR: Chams avaient SACCAGÉ Angkor en 1177 -> victoire finale de 1181 seulement. Chronologie manipulée, défaite initiale effacée.|Séquence narrative relief: pas de représentation de la chute d'Angkor 1177. Ellipse visuelle entre invasion et contre-attaque. Rupture stylistique entre deux panneaux contigus.|M
ID_79|S|Ouvriers Bayon: corvée royale non documentée|Construction Bayon estimée fin XIIe-début XIIIe s. -> mobilisation corvéable (besdaṃ) massive [3]. Inscription Ta Prohm (1186) cite ~80.000 personnes assignées au service du complexe. Aucun registre de mortalité chantier conservé.|Aucune stèle commémorative ouvrière @Bayon. Comparer avec inscriptions Ta Prohm et Preah Khan qui listent personnel religieux mais JAMAIS manœuvres.|H
ID_80|S|Pêcheurs Tonlé Sap: seuls Khmers visibles pauvres|Reliefs vie quotidienne galerie sud: scènes marché, cuisine, pêche Tonlé Sap [3]. Pêcheurs et paysans représentés = classes sociales productives visibles. Iconographie montre abondance. Aucune représentation de famine ou épuisement des ressources.|Panneaux galerie sud-est: filets, barques, poissons en abondance. Représentation idéalisée. Aucun corps, aucune scène de disette.|L
ID_81|F|Raccords pierre: reconstruction EFEO post-1907 invisible|Anastylose EFEO 1907-1970 -> réassemblage massif blocs effondrés [4]. Panneaux = mélange blocs originaux + blocs replacés (notamment par Maurice Glaize 1939-1946). Aucun marquage systématique visible pour touriste.|Joints modernes (ciment gris) vs joints anciens (latérite érodée). Chercher discontinuités narratives: personnage coupé net, scène sans début ni fin logique. Galerie nord-ouest particulièrement concernée.|M
ID_82|P|Dévas vs Asuras: cosmologie = légitimation royale|Barattage Océan de Lait (Samudra Manthan) -> mythe hindou réemployé iconographie bouddhiste Bayon [1][2]. Roi = pivot Meru. Représentation systématique -> légitimation divine du pouvoir temporel.|Frise serpent Nâga tenu par dévas (dieux) d'un côté, asuras (démons) de l'autre. Colonne centrale = axis mundi = roi. Comparer avec allégories royales plafond Versailles: même structure symbolique.|H
ID_83|C|Scooter-tour: profanation commerciale quotidienne|Site UNESCO depuis 1992 [5]. Flux ~2,2 millions touristes/an en 2019 (pré-COVID). Bayon = point d'arrêt obligatoire. Reliefs vie quotidienne = décor selfie. Aucun panneau explicatif sur signification cosmologique.|@Galerie intérieure niveau 1: usure mécanique base des piliers = poli anormal. Comparer état photos EFEO 1930 vs 2020: dégradation surface visible.|H
ID_84|C|Bouddhisme theravada post-Angkor: effacement brahmanisme|Déclin empire Khmer XIVe-XVe s. -> conversion progressive theravada [1]. Reliefs brahmaniques Bayon NON détruits mais réinterprétés localement comme "ancêtres bouddhistes". Syncrétisme de surface masquant rupture théologique.|Moines actuels @Bayon pratiquent rituels theravada devant reliefs iconographie mahayana/hindoue. Offrandes lotus devant Avalokitesvara. Contradiction doctrinale visible quotidiennement.|M
