F|Fondations: surcharge -> désordre structural XIIIe|Surélévation voûtes hautes nef ~1220-1240 -> surcharge fondations non prévues [5]. Contreforts intérieurs @crypte montrent reprises en sous-oeuvre. Maçonnerie de rattrapage visible.|Blocs de rattrapage en calcaire lutétien grossier intercalés dans fondations régulières. Mortier de composition différente -> deux campagnes distinctes identifiables.|M|fondations Notre-Dame Paris reprises sous-oeuvre XIIIe siècle;;archéologie du bâti Notre-Dame Paris fondations médiévales;;crypte archéologique Paris fondations cathédrale désordres structuraux;;Dany Sandron Notre-Dame Paris architecture médiévale
F|Réseau d'égout médiéval: infrastructure occultée|Réseau de caniveaux maçonnés @île de la Cité -> XIIe-XIIIe s. [1]. Partiellement visible @crypte. Rejet direct en Seine. Aucune mention dans sources canoniales -> infrastructure "honteuse" non documentée officiellement.|Caniveau maçonné en moellons calcaire @sol crypte secteur sud. Pente vers nord -> vers Seine. Section trapézoïdale caractéristique XIIIe.|M|réseau assainissement Paris médiéval île de la Cité XIIe XIIIe siècle;;égouts médiévaux Paris archéologie fouilles île de la Cité;;crypte archéologique Paris caniveaux médiévaux infrastructure;;hygiène urbaine Paris médiéval topographie
C|Crypte muséifiée: contexte social gommé|Crypte ouverte 1980 -> scénographie neutre [6]. Zéro mention expropriations XIIe, expulsion 1182, mortalité ouvrière. Narration = "strates techniques". Violence sociale = absente du parcours.|Panneaux explicatifs @crypte -> lexique architectural exclusif. Aucun panneau "coût humain". Mise en lumière des structures -> efface les absences.|H|crypte archéologique parvis Notre-Dame Paris scénographie muséale critique;;musée crypte Notre-Dame Paris ouverture 1980 parcours visiteur;;médiation archéologique Paris critique historiographique;;archéologie urbaine Paris île de la Cité mémoire sociale

===MASTER_INDEX===
[1] Fleury, M. et Burnand, Y., "Fouilles du parvis Notre-Dame", rapports de fouilles 1965-1972, Direction des Antiquités Historiques d'Île-de-France.
[2] Baldwin, J.W., "The Government of Philip Augustus", University of California Press, 1986.
[3] Guérard, B. (éd.), "Cartulaire de l'église Notre-Dame de Paris", Collection des cartulaires de France, 1850.
[4] Signoli, M. et al., études ostéologiques et archéologie funéraire médiévale Paris, publications CNRS/INRAP.
[5] Erlande-Brandenburg, A., "Notre-Dame de Paris", Editions de la Réunion des musées nationaux, 1991.
[6] Crypte archéologique de l'Île de la Cité, Paris Musées, documentation muséographique.
